d0000001.s001.h001 bn:00058442n
d0038999.s001.h001 bn:00094058v
d0039000.s001.h001 bn:00086753v
d0039001.s001.h001 bn:00086753v
d0039002.s001.h001 bn:00086753v
d0039003.s001.h001 bn:00090226v
d0039004.s001.h001 bn:00090226v
d0039005.s001.h001 bn:00083224v
d0039006.s001.h001 bn:00086060v
d0039007.s001.h001 bn:00088605v
d0039008.s001.h001 bn:00085678v
d0039009.s001.t001 bn:00006849n
d0039010.s001.h001 bn:00090556v
d0039011.s001.h001 bn:00090556v
d0039012.s001.h001 bn:00090556v
d0039013.s001.h001 bn:00092311v
d0039014.s001.h001 bn:00085880v
d0039015.s001.h001 bn:00085880v
d0039016.s001.h001 bn:00085880v
d0039017.s001.h001 bn:00084198v
d0039018.s001.h001 bn:00084198v
d0039019.s001.h001 bn:00087406v
d0039020.s001.h001 bn:00084200v
d0039021.s001.h001 bn:00092471v
d0039022.s001.h001 bn:00089059v
d0039023.s001.h001 bn:00084480v
d0039024.s001.h001 bn:00086563v
d0039025.s001.h001 bn:00086563v
d0039026.s001.h001 bn:00086563v
d0039027.s001.h001 bn:00082845v
d0039028.s001.h001 bn:00082845v
d0039029.s001.h001 bn:00082845v
d0039030.s001.h001 bn:00085600v
d0039031.s001.h001 bn:00085578v
d0039032.s001.h001 bn:00085578v
d0039033.s001.h001 bn:00088048v
d0039034.s001.h001 bn:00094957v
d0039035.s001.h001 bn:00092487v
d0039036.s001.h001 bn:00085957v
d0039037.s001.h001 bn:00089170v
d0039038.s001.h001 bn:00088480v
d0039039.s001.h001 bn:00088480v
d0039040.s001.h001 bn:00088480v
d0039041.s001.h001 bn:00088480v
d0039042.s001.h001 bn:00090931v
d0039043.s001.h001 bn:00087714v
d0039044.s001.h001 bn:00093534v
d0039045.s001.h001 bn:00093038v
d0039045.s001.t002 bn:00060050n
d0039046.s001.h001 bn:00086988v
d0039047.s001.h001 bn:00087712v
d0039047.s001.h002 bn:00087712v
d0039048.s001.h001 bn:00091992v
d0039049.s001.h001 bn:00084630v
d0039050.s001.h001 bn:00092486v
d0039051.s001.h001 bn:00094938v
d0039052.s001.h001 bn:00085267v
d0039053.s001.h001 bn:00083042v
d0039054.s001.h001 bn:00084038v
d0039055.s001.h001 bn:00085784v
d0039056.s001.h001 bn:00085784v
d0039057.s001.h001 bn:00085784v
d0039058.s001.h001 bn:00092215v
d0039059.s001.h001 bn:00094086v
d0039060.s001.h001 bn:00086751v
d0039061.s001.h001 bn:00085783v
d0039062.s001.h001 bn:00091935v
d0039063.s001.h001 bn:00085533v
d0039064.s001.h001 bn:00093548v
d0039065.s001.h001 bn:00093201v
d0039066.s001.h001 bn:00086182v
d0039067.s001.h001 bn:00094514v
d0039068.s001.h001 bn:00094514v
d0039069.s001.h001 bn:00082555v
d0039070.s001.h001 bn:00092270v
d0039071.s001.h001 bn:00087963v
d0039072.s001.h001 bn:00094353v
d0039073.s001.h001 bn:00089587v
d0039074.s001.h001 bn:00092035v
d0039075.s001.h001 bn:00092035v
d0039076.s001.h001 bn:00092035v
d0039077.s001.h001 bn:00091357v
d0039078.s001.h001 bn:00090597v
d0039079.s001.h001 bn:00092290v
d0039080.s001.h001 bn:00088680v
d0039081.s001.h001 bn:00088290v
d0039082.s001.h001 bn:00083433v
d0039083.s001.h001 bn:00088258v
d0039084.s001.h001 bn:00083112v
d0039085.s001.h001 bn:00083212v
d0039086.s001.h001 bn:00091656v
d0039087.s001.h001 bn:00090542v
d0039088.s001.h001 bn:00090127v
d0039089.s001.h001 bn:00093004v
d0039090.s001.h001 bn:00090468v
d0039091.s001.h001 bn:00086052v
d0039092.s001.h001 bn:00086051v
d0039093.s001.h001 bn:00089849v
d0039094.s001.h001 bn:00090138v
d0039095.s001.h001 bn:00094990v
d0039096.s001.h001 bn:00090156v
d0039097.s001.h001 bn:00083864v
d0039098.s001.h001 bn:00094457v
d0039099.s001.h001 bn:00094457v
d0039100.s001.h001 bn:00088477v
d0039101.s001.h001 bn:00088477v
d0039102.s001.h001 bn:00088415v
d0039104.s001.h001 bn:00087935v
d0039105.s001.h001 bn:00082386v
d0039106.s001.h001 bn:00082386v
d0039107.s001.h001 bn:00093938v
d0039108.s001.h001 bn:00089186v
d0039109.s001.h001 bn:00091918v
d0039110.s001.h001 bn:00094981v
d0039111.s001.h001 bn:00094828v
d0039112.s001.h001 bn:00094498v
d0039113.s001.h001 bn:00091410v
d0039114.s001.h001 bn:00083358v
d0039115.s001.h001 bn:00093309v
d0039116.s001.h001 bn:00090197v
d0039117.s001.h001 bn:00095167v
d0039118.s001.h001 bn:00095167v
d0039119.s001.h001 bn:00083307v
d0039120.s001.h001 bn:00091770v
d0039121.s001.h001 bn:00088135v
d0039122.s001.h001 bn:00090650v
d0039123.s001.h001 bn:00090162v
d0039124.s001.h001 bn:00090802v
d0039125.s001.h001 bn:00093402v
d0039126.s001.h001 bn:00091391v
d0039127.s001.h001 bn:00091389v
d0039128.s001.h001 bn:00091389v
d0039128.s001.h002 bn:00091389v
d0039129.s001.h001 bn:00086010v
d0039130.s001.h001 bn:00084204v
d0039131.s001.h001 bn:00092806v
d0039132.s001.h001 bn:00084811v
d0039133.s001.h001 bn:00089839v
d0039134.s001.h001 bn:00084508v
d0039135.s001.h001 bn:00084508v
d0039136.s001.h001 bn:00092482v
d0039137.s001.h001 bn:00086611v
d0039138.s001.h001 bn:00086611v
d0039139.s001.h001 bn:00085755v
d0039140.s001.h001 bn:00090641v
d0039141.s001.h001 bn:00090645v
d0039142.s001.h001 bn:00086613v
d0039143.s001.h001 bn:00091528v
d0039144.s001.h001 bn:00091867v
d0039145.s001.h001 bn:00085411v
d0039146.s001.h001 bn:00090388v
d0039147.s001.h001 bn:00093165v
d0039148.s001.h001 bn:00087238v
d0039149.s001.h001 bn:00087238v
d0039150.s001.h001 bn:00087247v
d0039151.s001.h001 bn:00095849v
d0039152.s001.h001 bn:00095849v
d0039153.s001.h001 bn:00094336v
d0039154.s001.h001 bn:00086069v
d0039155.s001.h001 bn:00094603v
d0039156.s001.h001 bn:00094602v
d0039157.s001.h001 bn:00095850v
d0039158.s001.h001 bn:00085807v
d0039159.s001.h001 bn:00085807v
d0039160.s001.h001 bn:00095056v
d0039161.s001.h001 bn:00095056v
d0039162.s001.h001 bn:00082996v
d0039163.s001.h001 bn:00089291v
d0039164.s001.h001 bn:00085160v
d0039165.s001.h001 bn:00092539v
d0039166.s001.h001 bn:00090789v
d0039167.s001.h001 bn:00086084v
d0039168.s001.h001 bn:00085305v
d0039169.s001.h001 bn:00090877v
d0039170.s001.h001 bn:00090875v
d0039171.s001.h001 bn:00084755v
d0039172.s001.h001 bn:00085269v
d0039173.s001.h001 bn:00085489v
d0039174.s001.h001 bn:00085489v
d0039175.s001.h001 bn:00095851v
d0039176.s001.h001 bn:00092047v
d0039177.s001.h001 bn:00091421v
d0039178.s001.h001 bn:00094109v
d0039179.s001.h001 bn:00094114v
d0039180.s001.h001 bn:00089564v
d0039181.s001.h001 bn:00086294v
d0039182.s001.h001 bn:00086294v
d0039184.s001.h001 bn:00095852v
d0039185.s001.h001 bn:00082383v
d0039186.s001.h001 bn:00087210v
d0039187.s001.h001 bn:00092171v
d0039187.s001.h002 bn:00092171v
d0039188.s001.h001 bn:00091791v
d0039189.s001.h001 bn:00090765v
d0039190.s001.h001 bn:00094156v
d0039191.s001.h001 bn:00092503v
d0039192.s001.h001 bn:00093506v
d0039193.s001.h001 bn:00082936v
d0039194.s001.h001 bn:00088799v
d0039195.s001.h001 bn:00082635v
d0039196.s001.h001 bn:00085006v
d0039197.s001.h001 bn:00085488v
d0039198.s001.h001 bn:00085885v
d0039199.s001.h001 bn:00082782v
d0039200.s001.h001 bn:00092206v
d0039201.s001.h001 bn:00092697v
d0039202.s001.h001 bn:00084945v
d0039203.s001.h001 bn:00086272v
d0039204.s001.h001 bn:00084626v
d0039205.s001.h001 bn:00092485v
d0039206.s001.h001 bn:00091979v
d0039207.s001.h001 bn:00090422v
d0039208.s001.h001 bn:00088193v
d0039209.s001.h001 bn:00084975v
d0039210.s001.h001 bn:00086219v
d0039211.s001.h001 bn:00087107v
d0039212.s001.h001 bn:00087107v
d0039213.s001.h001 bn:00087107v
d0039214.s001.h001 bn:00086197v
d0039215.s001.h002 bn:00083577v
d0039215.s001.t001 bn:00055346n
d0039216.s001.h001 bn:00089827v
d0039217.s001.h001 bn:00091551v
d0039218.s001.h001 bn:00091551v
d0039219.s001.h001 bn:00089013v
d0039220.s001.h001 bn:00091736v
d0039221.s001.h001 bn:00095364v
d0039222.s001.h001 bn:00093728v
d0039223.s001.h001 bn:00093729v
d0039224.s001.h001 bn:00088833v
d0039225.s001.h001 bn:00088832v
d0039226.s001.h001 bn:00085526v
d0039227.s001.h001 bn:00091719v
d0039228.s001.h001 bn:00091719v
d0039229.s001.h001 bn:00091727v
d0039230.s001.h001 bn:00091727v
d0039231.s001.h001 bn:00091723v
d0039232.s001.h001 bn:00091723v
d0039233.s001.h001 bn:00091723v
d0039234.s001.h001 bn:00091718v
d0039235.s001.h001 bn:00091718v
d0039236.s001.h001 bn:00086351v
d0039237.s001.h001 bn:00086352v
d0039238.s001.h001 bn:00086350v
d0039239.s001.h001 bn:00091964v
d0039240.s001.h001 bn:00082926v
d0039242.s001.h001 bn:00085505v
d0039243.s001.h001 bn:00085505v
d0039244.s001.h001 bn:00085505v
d0039245.s001.h001 bn:00082287v
d0039246.s001.h001 bn:00082287v
d0039247.s001.h001 bn:00082287v
d0039248.s001.h001 bn:00082294v
d0039248.s001.h002 bn:00082294v
d0039249.s001.h001 bn:00082294v
d0039250.s001.h001 bn:00082294v
d0039251.s001.h001 bn:00094388v
d0039252.s001.h001 bn:00094613v
d0039253.s001.h001 bn:00082695v
d0039254.s001.h001 bn:00082695v
d0039255.s001.h001 bn:00082293v
d0039256.s001.h001 bn:00082874v
d0039257.s001.h001 bn:00082874v
d0039258.s001.h001 bn:00091717v
d0039259.s001.h001 bn:00091717v
d0039260.s001.h001 bn:00088109v
d0039261.s001.h001 bn:00082300v
d0039263.s001.h001 bn:00092611v
d0039264.s001.h001 bn:00090880v
d0039265.s001.h001 bn:00089616v
d0039266.s001.h001 bn:00089616v
d0039267.s001.h001 bn:00090788v
d0039268.s001.h001 bn:00091712v
d0039269.s001.h001 bn:00091712v
d0039270.s001.h001 bn:00088149v
d0039271.s001.h001 bn:00091710v
d0039272.s001.h001 bn:00092313v
d0039273.s001.h001 bn:00091713v
d0039274.s001.h001 bn:00091713v
d0039275.s001.h001 bn:00083265v
d0039276.s001.h001 bn:00091655v
d0039277.s001.h001 bn:00093915v
d0039278.s001.h001 bn:00083083v
d0039279.s001.h001 bn:00082223v
d0039280.s001.h001 bn:00093761v
d0039281.s001.h001 bn:00082315v
d0039282.s001.h001 bn:00090886v
d0039283.s001.h001 bn:00093758v
d0039284.s001.h001 bn:00093758v
d0039285.s001.h001 bn:00092121v
d0039286.s001.h001 bn:00094036v
d0039287.s001.h001 bn:00093757v
d0039288.s001.h001 bn:00094035v
d0039289.s001.h001 bn:00084544v
d0039290.s001.h001 bn:00090546v
d0039291.s001.h001 bn:00089838v
d0039292.s001.h001 bn:00089223v
d0039293.s001.h001 bn:00085566v
d0039294.s001.h001 bn:00085568v
d0039295.s001.h001 bn:00085568v
d0039296.s001.h001 bn:00088818v
d0039297.s001.h001 bn:00088818v
d0039297.s001.h002 bn:00088818v
d0039297.s001.h003 bn:00088818v
d0039298.s001.h001 bn:00088818v
d0039299.s001.h001 bn:00087174v
d0039300.s001.h001 bn:00085806v
d0039301.s001.h001 bn:00085806v
d0039302.s001.h001 bn:00087434v
d0039303.s001.h001 bn:00088716v
d0039304.s001.h001 bn:00088716v
d0039305.s001.h001 bn:00095174v
d0039306.s001.h001 bn:00092241v
d0039307.s001.h001 bn:00092721v
d0039308.s001.h001 bn:00092850v
d0039309.s001.h002 bn:00092851v
d0039309.s001.t001 bn:00029245n
d0039310.s001.h001 bn:00092851v
d0039311.s001.h001 bn:00092546v
d0039312.s001.h001 bn:00092720v
d0039313.s001.h001 bn:00092719v
d0039314.s001.h001 bn:00084670v
d0039315.s001.h001 bn:00084670v
d0039316.s001.h001 bn:00091734v
d0039317.s001.h001 bn:00086734v
d0039318.s001.h001 bn:00086733v
d0039319.s001.h001 bn:00086733v
d0039320.s001.h001 bn:00084203v
d0039321.s001.h001 bn:00084203v
d0039322.s001.h001 bn:00095483v
d0039323.s001.h001 bn:00088042v
d0039324.s001.h001 bn:00088042v
d0039325.s001.h001 bn:00088042v
d0039326.s001.h001 bn:00088042v
d0039327.s001.h001 bn:00084581v
d0039328.s001.h001 bn:00094967v
d0039329.s001.h001 bn:00088677v
d0039330.s001.h001 bn:00090184v
d0039331.s001.h001 bn:00086059v
d0039332.s001.h001 bn:00086059v
d0039333.s001.h001 bn:00091284v
d0039334.s001.h001 bn:00091758v
d0039335.s001.h001 bn:00091758v
d0039336.s001.h001 bn:00089378v
d0039337.s001.h001 bn:00085805v
d0039338.s001.h001 bn:00085805v
d0039339.s001.h001 bn:00094770v
d0039340.s001.h001 bn:00090787v
d0039341.s001.h001 bn:00094065v
d0039342.s001.h001 bn:00088426v
d0039343.s001.h001 bn:00092123v
d0039344.s001.h001 bn:00092123v
d0039345.s001.h001 bn:00093522v
d0039346.s001.h001 bn:00093522v
d0039347.s001.h001 bn:00082780v
d0039348.s001.h001 bn:00089674v
d0039349.s001.h001 bn:00092023v
d0039350.s001.h001 bn:00092023v
d0039351.s001.h001 bn:00092852v
d0039352.s001.h001 bn:00084565v
d0039353.s001.h001 bn:00084565v
d0039354.s001.h001 bn:00084565v
d0039355.s001.h001 bn:00091152v
d0039356.s001.h001 bn:00091151v
d0039357.s001.h001 bn:00085804v
d0039358.s001.h001 bn:00092025v
d0039359.s001.h001 bn:00087638v
d0039360.s001.h001 bn:00093367v
d0039361.s001.h001 bn:00087740v
d0039362.s001.h001 bn:00088583v
d0039363.s001.h001 bn:00089298v
d0039364.s001.h001 bn:00090183v
d0039365.s001.h001 bn:00089445v
d0039366.s001.h001 bn:00084082v
d0039367.s001.h001 bn:00094173v
d0039368.s001.h001 bn:00084069v
d0039369.s001.h001 bn:00084069v
d0039370.s001.h001 bn:00084069v
d0039371.s001.h001 bn:00084069v
d0039372.s001.h001 bn:00085971v
d0039373.s001.h001 bn:00090602v
d0039374.s001.h001 bn:00086676v
d0039375.s001.h001 bn:00086009v
d0039376.s001.h001 bn:00086009v
d0039377.s001.h001 bn:00091990v
d0039378.s001.h001 bn:00091970v
d0039379.s001.h001 bn:00091970v
d0039380.s001.h001 bn:00095858v
d0039381.s001.h001 bn:00086196v
d0039382.s001.h001 bn:00086181v
d0039383.s001.h001 bn:00086181v
d0039384.s001.h001 bn:00086181v
d0039385.s001.h001 bn:00084827v
d0039386.s001.h001 bn:00090573v
d0039387.s001.h001 bn:00092335v
d0039388.s001.h001 bn:00092335v
d0039389.s001.h001 bn:00092335v
d0039390.s001.h001 bn:00090557v
d0039391.s001.h001 bn:00090557v
d0039392.s001.h001 bn:00090557v
d0039393.s001.h001 bn:00090557v
d0039394.s001.h001 bn:00083264v
d0039395.s001.h001 bn:00090644v
d0039396.s001.h001 bn:00084281v
d0039397.s001.h001 bn:00084281v
d0039398.s001.h001 bn:00086195v
d0039399.s001.h001 bn:00086194v
d0039400.s001.h001 bn:00086194v
d0039401.s001.h001 bn:00093388v
d0039402.s001.h001 bn:00093153v
d0039403.s001.h001 bn:00084793v
d0039404.s001.h001 bn:00086574v
d0039405.s001.h001 bn:00087951v
d0039406.s001.h001 bn:00085681v
d0039407.s001.h001 bn:00085681v
d0039408.s001.h001 bn:00085680v
d0039409.s001.h001 bn:00085680v
d0039410.s001.h001 bn:00083566v
d0039411.s001.h001 bn:00084937v
d0039412.s001.h001 bn:00084609v
d0039413.s001.h001 bn:00090639v
d0039414.s001.h001 bn:00090638v
d0039415.s001.h001 bn:00083565v
d0039416.s001.h001 bn:00084311v
d0039417.s001.h001 bn:00082768v
d0039418.s001.h001 bn:00082768v
d0039419.s001.h001 bn:00082768v
d0039420.s001.h001 bn:00094462v
d0039421.s001.h001 bn:00094462v
d0039422.s001.h001 bn:00082824v
d0039423.s001.h001 bn:00082824v
d0039424.s001.h001 bn:00087241v
d0039425.s001.h001 bn:00087241v
d0039426.s001.h001 bn:00092731v
d0039427.s001.h001 bn:00092731v
d0039428.s001.h001 bn:00089703v
d0039429.s001.h001 bn:00089703v
d0039430.s001.h001 bn:00092014v
d0039431.s001.h001 bn:00088229v
d0039432.s001.h001 bn:00088229v
d0039433.s001.h001 bn:00088229v
d0039434.s001.h001 bn:00088123v
d0039435.s001.h001 bn:00087809v
d0039436.s001.h001 bn:00087809v
d0039437.s001.h001 bn:00088613v
d0039438.s001.h001 bn:00082774v
d0039439.s001.h001 bn:00082467v
d0039440.s001.h001 bn:00089989v
d0039441.s001.h001 bn:00084169v
d0039442.s001.h001 bn:00084169v
d0039443.s001.h001 bn:00088122v
d0039444.s001.h001 bn:00088122v
d0039445.s001.h001 bn:00089559v
d0039446.s001.h001 bn:00090516v
d0039447.s001.h001 bn:00084439v
d0039448.s001.h001 bn:00084439v
d0039449.s001.h001 bn:00084538v
d0039450.s001.h001 bn:00086645v
d0039451.s001.h001 bn:00084438v
d0039452.s001.h001 bn:00085490v
d0039453.s001.h001 bn:00082697v
d0039454.s001.h001 bn:00095531v
d0039455.s001.h001 bn:00087463v
d0039456.s001.h001 bn:00082880v
d0039457.s001.h001 bn:00091000v
d0039458.s001.h001 bn:00084528v
d0039459.s001.h001 bn:00092945v
d0039460.s001.h001 bn:00095829v
d0039461.s001.h001 bn:00088576v
d0039462.s001.h001 bn:00083740v
d0039463.s001.h001 bn:00093795v
d0039464.s001.h001 bn:00082430v
d0039465.s001.h001 bn:00082430v
d0039466.s001.h001 bn:00087637v
d0039467.s001.h001 bn:00094464v
d0039468.s001.h001 bn:00095875v
d0039469.s001.h001 bn:00089947v
d0039470.s001.h001 bn:00089358v
d0039471.s001.h001 bn:00093937v
d0039472.s001.h001 bn:00085192v
d0039473.s001.h001 bn:00091616v
d0039474.s001.h001 bn:00091616v
d0039475.s001.h001 bn:00089636v
d0039476.s001.h001 bn:00091977v
d0039477.s001.h001 bn:00095834v
d0039479.s001.h001 bn:00087072v
d0039480.s001.h001 bn:00087072v
d0039481.s001.h001 bn:00094374v
d0039482.s001.h001 bn:00094374v
d0039483.s001.h001 bn:00088743v
d0039484.s001.h001 bn:00088742v
d0039485.s001.h001 bn:00088742v
d0039486.s001.h001 bn:00090949v
d0039487.s001.h001 bn:00087864v
d0039488.s001.h001 bn:00087864v
d0039489.s001.h001 bn:00089659v
d0039490.s001.h001 bn:00092481v
d0039491.s001.h001 bn:00085609v
d0039493.s001.h001 bn:00087684v
d0039494.s001.h001 bn:00087684v
d0039495.s001.h001 bn:00092877v
d0039496.s001.h001 bn:00082256v
d0039497.s001.h001 bn:00087467v
d0039499.s001.h001 bn:00086717v
d0039500.s001.h001 bn:00086717v
d0039501.s001.h001 bn:00082136v
d0039502.s001.h001 bn:00082136v
d0039503.s001.h001 bn:00085702v
d0039504.s001.h001 bn:00085702v
d0039505.s001.h001 bn:00090504v
d0039506.s001.h001 bn:00090504v
d0039507.s001.h001 bn:00090505v
d0039508.s001.h001 bn:00088009v
d0039509.s001.h001 bn:00085132v
d0039510.s001.h001 bn:00088035v
d0039511.s001.h001 bn:00086983v
d0039512.s001.h001 bn:00090363v
d0039513.s001.h001 bn:00085854v
d0039514.s001.h001 bn:00090362v
d0039515.s001.h001 bn:00090362v
d0039516.s001.h001 bn:00087168v
d0039517.s001.h001 bn:00082385v
d0039518.s001.h001 bn:00089322v
d0039519.s001.h001 bn:00088068v
d0039520.s001.h001 bn:00088068v
d0039521.s001.h001 bn:00095832v
d0039522.s001.h001 bn:00082447v
d0039523.s001.h001 bn:00082447v
d0039524.s001.h001 bn:00082967v
d0039525.s001.h001 bn:00087284v
d0039526.s001.h001 bn:00087284v
d0039527.s001.h001 bn:00088067v
d0039528.s001.h001 bn:00088066v
d0039529.s001.h001 bn:00088065v
d0039530.s001.h001 bn:00089857v
d0039532.s001.h001 bn:00083061v
d0039533.s001.h001 bn:00087155v
d0039534.s001.h001 bn:00091413v
d0039535.s001.h001 bn:00091412v
d0039536.s001.h001 bn:00082506v
d0039537.s001.h001 bn:00082506v
d0039538.s001.h001 bn:00093642v
d0039539.s001.h001 bn:00088798v
d0039540.s001.h001 bn:00091968v
d0039541.s001.h001 bn:00091968v
d0039542.s001.h001 bn:00091976v
d0039543.s001.h001 bn:00095416v
d0039544.s001.h001 bn:00088541v
d0039545.s001.h001 bn:00083965v
d0039546.s001.h001 bn:00083965v
d0039547.s001.h001 bn:00087042v
d0039548.s001.h001 bn:00087041v
d0039549.s001.h001 bn:00086784v
d0039550.s001.h001 bn:00086784v
d0039551.s001.h001 bn:00086786v
d0039552.s001.h001 bn:00086786v
d0039553.s001.h001 bn:00083907v
d0039554.s001.h001 bn:00083907v
d0039555.s001.h001 bn:00086291v
d0039556.s001.h001 bn:00082610v
d0039557.s001.h001 bn:00084046v
d0039558.s001.h001 bn:00085318v
d0039558.s001.t002 bn:00003341n
d0039559.s001.h001 bn:00090773v
d0039560.s001.h001 bn:00088662v
d0039561.s001.h001 bn:00082611v
d0039562.s001.h001 bn:00094319v
d0039563.s001.h001 bn:00092344v
d0039564.s001.h001 bn:00090544v
d0039565.s001.h001 bn:00082641v
d0039566.s001.h001 bn:00082641v
d0039567.s001.h001 bn:00084742v
d0039568.s001.h001 bn:00093158v
d0039569.s001.h001 bn:00091134v
d0039570.s001.h001 bn:00083426v
d0039571.s001.h001 bn:00083426v
d0039572.s001.h001 bn:00093159v
d0039573.s001.h001 bn:00093159v
d0039574.s001.h001 bn:00085599v
d0039575.s001.h001 bn:00085669v
d0039576.s001.h001 bn:00083811v
d0039577.s001.h001 bn:00086478v
d0039578.s001.h001 bn:00086478v
d0039579.s001.h001 bn:00086928v
d0039580.s001.h001 bn:00082620v
d0039582.s001.h001 bn:00084149v
d0039583.s001.h001 bn:00084149v
d0039584.s001.h001 bn:00090160v
d0039585.s001.h001 bn:00094366v
d0039586.s001.h001 bn:00088575v
d0039587.s001.h001 bn:00093392v
d0039588.s001.h001 bn:00094573v
d0039589.s001.h001 bn:00090487v
d0039590.s001.h001 bn:00090487v
d0039591.s001.h001 bn:00083673v
d0039592.s001.h001 bn:00083673v
d0039593.s001.h001 bn:00092317v
d0039594.s001.h001 bn:00094930v
d0039595.s001.h001 bn:00090940v
d0039596.s001.h001 bn:00082464v
d0039597.s001.h001 bn:00082439v
d0039598.s001.h001 bn:00087062v
d0039599.s001.h001 bn:00083429v
d0039600.s001.h001 bn:00094413v
d0039601.s001.h001 bn:00092285v
d0039602.s001.h001 bn:00095206v
d0039604.s001.h001 bn:00083457v
d0039605.s001.h001 bn:00083457v
d0039606.s001.h001 bn:00083457v
d0039607.s001.h001 bn:00089162v
d0039608.s001.h001 bn:00082123v
d0039609.s001.h001 bn:00086117v
d0039610.s001.h001 bn:00086117v
d0039611.s001.h001 bn:00086498v
d0039613.s001.h001 bn:00087489v
d0039614.s001.h001 bn:00092591v
d0039615.s001.h001 bn:00094505v
d0039616.s001.h001 bn:00086504v
d0039617.s001.h001 bn:00089511v
d0039618.s001.h001 bn:00089512v
d0039619.s001.h001 bn:00086099v
d0039620.s001.h001 bn:00086099v
d0039621.s001.h001 bn:00090032v
d0039622.s001.h001 bn:00083308v
d0039623.s001.h001 bn:00083021v
d0039624.s001.h001 bn:00094845v
d0039625.s001.h001 bn:00094845v
d0039626.s001.h001 bn:00085745v
d0039627.s001.h001 bn:00085745v
d0039629.s001.h001 bn:00085745v
d0039630.s001.h001 bn:00089174v
d0039630.s001.t002 bn:00056181n
d0039631.s001.h001 bn:00085855v
d0039632.s001.h001 bn:00095638v
d0039633.s001.h001 bn:00090852v
d0039634.s001.h001 bn:00082263v
d0039635.s001.h001 bn:00082263v
d0039636.s001.h001 bn:00083288v
d0039637.s001.h001 bn:00083290v
d0039638.s001.h001 bn:00087614v
d0039639.s001.h001 bn:00082657v
d0039640.s001.h001 bn:00089889v
d0039641.s001.h001 bn:00082687v
d0039642.s001.h001 bn:00082687v
d0039643.s001.h001 bn:00084066v
d0039644.s001.h001 bn:00084968v
d0039645.s001.h001 bn:00083054v
d0039646.s001.h001 bn:00090102v
d0039647.s001.h001 bn:00090136v
d0039648.s001.h001 bn:00094246v
d0039649.s001.h001 bn:00090429v
d0039650.s001.h001 bn:00082683v
d0039651.s001.h001 bn:00086688v
d0039652.s001.h001 bn:00086692v
d0039653.s001.h001 bn:00089472v
d0039654.s001.h001 bn:00087514v
d0039655.s001.h001 bn:00092132v
d0039656.s001.h001 bn:00083278v
d0039657.s001.h001 bn:00083278v
d0039658.s001.h001 bn:00082627v
d0039659.s001.h001 bn:00093222v
d0039660.s001.h001 bn:00091310v
d0039661.s001.h001 bn:00084260v
d0039662.s001.h001 bn:00084635v
d0039663.s001.h001 bn:00084635v
d0039664.s001.h001 bn:00082525v
d0039665.s001.h001 bn:00082525v
d0039666.s001.h001 bn:00086519v
d0039667.s001.h001 bn:00086519v
d0039668.s001.h001 bn:00091746v
d0039669.s001.h001 bn:00094995v
d0039670.s001.h001 bn:00085713v
d0039671.s001.h001 bn:00095820v
